"Branch","Location","Accounting Document No","Document No","Posting Date","Created Date","Created By","Order No","Order Date","Party Code","Party Name","GL Code","GL Name","Transaction Type","Type(Dr/Cr)","Amount","Clearing Document No","Clearing Document Date","Cleared By"
"West Bengal","Barasat","9900000691","INV-0000000020","01-06-2023","01-06-2023 16:23:59","Mr.Guria","-","01-06-2023","0","Tata Consultancy Services Limited","10101000","Sundry Debtors","Sales","DR","10000.00","-","-","-"
"West Bengal","Barasat","9900000691","INV-0000000020","01-06-2023","01-06-2023 16:23:59","Mr.Guria","-","01-06-2023","0","Tata Consultancy Services Limited","20304006","Output CGST","Sales","CR","0.00","-","-","-"
"West Bengal","Barasat","9900000691","INV-0000000020","01-06-2023","01-06-2023 16:23:59","Mr.Guria","-","01-06-2023","0","Tata Consultancy Services Limited","20304007","Output SGST","Sales","CR","0.00","-","-","-"
"West Bengal","Barasat","9900000691","INV-0000000020","01-06-2023","01-06-2023 16:23:59","Mr.Guria","-","01-06-2023","0","Tata Consultancy Services Limited","30101000","Domestic Good Sales","Sales","CR","-10000.00","-","-","-"
"West Bengal","Barasat","9900000690","INV-0000000020","01-06-2023","01-06-2023 16:23:59","Mr.Guria","-","01-06-2023","0","Tata Consultancy Services Limited","40101000","COGS","Sales","DR","10000.00","-","-","-"
"West Bengal","Barasat","9900000690","INV-0000000020","01-06-2023","01-06-2023 16:23:59","Mr.Guria","-","01-06-2023","0","Tata Consultancy Services Limited","10102002","FG Inventory","Sales","CR","-10000.00","-","-","-"
"West Bengal","Barasat","9900000689","INV-0000000019","01-06-2023","01-06-2023 15:52:55","Mr.Guria","-","01-06-2023","0","Tata Consultancy Services Limited","10101000","Sundry Debtors","Sales","DR","10699.00","-","-","-"
"West Bengal","Barasat","9900000689","INV-0000000019","01-06-2023","01-06-2023 15:52:55","Mr.Guria","-","01-06-2023","0","Tata Consultancy Services Limited","20304006","Output CGST","Sales","CR","0.00","-","-","-"
"West Bengal","Barasat","9900000689","INV-0000000019","01-06-2023","01-06-2023 15:52:55","Mr.Guria","-","01-06-2023","0","Tata Consultancy Services Limited","20304007","Output SGST","Sales","CR","0.00","-","-","-"
"West Bengal","Barasat","9900000689","INV-0000000019","01-06-2023","01-06-2023 15:52:55","Mr.Guria","-","01-06-2023","0","Tata Consultancy Services Limited","30101000","Domestic Good Sales","Sales","CR","-10699.00","-","-","-"
"West Bengal","Barasat","9900000688","INV-0000000019","01-06-2023","01-06-2023 15:52:55","Mr.Guria","-","01-06-2023","0","Tata Consultancy Services Limited","40101000","COGS","Sales","DR","10699.00","-","-","-"
"West Bengal","Barasat","9900000688","INV-0000000019","01-06-2023","01-06-2023 15:52:55","Mr.Guria","-","01-06-2023","0","Tata Consultancy Services Limited","10102002","FG Inventory","Sales","CR","-10699.00","-","-","-"
"West Bengal","Barasat","9900000687","INV202304253293","01-06-2023","01-06-2023 01:56:47","Mr.Guria","","25-04-2023","","","20000000","Liabilities","Purchase","DR","5000.00","-","-","-"
"West Bengal","Barasat","9900000687","INV202304253293","01-06-2023","01-06-2023 01:56:47","Mr.Guria","","25-04-2023","","","20301001","GR/IR","Purchase","CR","-5000.00","-","-","-"
"West Bengal","Barasat","9900000686","33","31-05-2023","31-05-2023 18:21:44","Mr.Guria","PO2305045","31-05-2023","61221108","6 LIVO TECHNOLOGIES PRIVATE LIMITED","20301001","GR/IR","Purchase","DR","2500.00","-","-","-"
"West Bengal","Barasat","9900000686","33","31-05-2023","31-05-2023 18:21:44","Mr.Guria","PO2305045","31-05-2023","61221108","6 LIVO TECHNOLOGIES PRIVATE LIMITED","20304003","Input IGST","Purchase","DR","385.00","-","-","-"
"West Bengal","Barasat","9900000686","33","31-05-2023","31-05-2023 18:21:44","Mr.Guria","PO2305045","31-05-2023","61221108","6 LIVO TECHNOLOGIES PRIVATE LIMITED","20301003","Vendor A/C","Purchase","CR","-2885.00","-","-","-"
"West Bengal","Barasat","9900000685","33","31-05-2023","31-05-2023 18:20:36","Mr.Guria","PO2305045","31-05-2023","","","10100000","Current Assets","Purchase","DR","2000.00","-","-","-"
"West Bengal","Barasat","9900000685","33","31-05-2023","31-05-2023 18:20:36","Mr.Guria","PO2305045","31-05-2023","","","10102002","FG Inventory","Purchase","DR","500.00","-","-","-"
"West Bengal","Barasat","9900000685","33","31-05-2023","31-05-2023 18:20:36","Mr.Guria","PO2305045","31-05-2023","","","20301001","GR/IR","Purchase","CR","-2500.00","-","-","-"
"West Bengal","Barasat","9900000684","1685536500439/1","31-05-2023","31-05-2023 18:06:55","Mr.Guria","SO2305074","31-05-2023","0","ACCENTURE SOLUTIONS PRIVATE LIMITED","10101000","Sundry Debtors","Sales","DR","590.00","-","-","-"
"West Bengal","Barasat","9900000684","1685536500439/1","31-05-2023","31-05-2023 18:06:55","Mr.Guria","SO2305074","31-05-2023","0","ACCENTURE SOLUTIONS PRIVATE LIMITED","10102002","FG Inventory","Sales","CR","-500.00","-","-","-"
"West Bengal","Barasat","9900000684","1685536500439/1","31-05-2023","31-05-2023 18:06:55","Mr.Guria","SO2305074","31-05-2023","0","ACCENTURE SOLUTIONS PRIVATE LIMITED","20304005","Output IGST","Sales","CR","-90.00","-","-","-"
"West Bengal","Barasat","9900000683","1685536500439/1","31-05-2023","31-05-2023 18:06:55","Mr.Guria","SO2305074","31-05-2023","","","40101000","COGS","Sales","DR","500.00","-","-","-"
"West Bengal","Barasat","9900000683","1685536500439/1","31-05-2023","31-05-2023 18:06:55","Mr.Guria","SO2305074","31-05-2023","","","10102002","FG Inventory","Sales","CR","-500.00","-","-","-"
"West Bengal","Barasat","9900000682","INV-0000000014","31-05-2023","31-05-2023 17:53:40","Mr.Guria","-","29-05-2023","0","Tata Consultancy Services Ltd","10101000","Sundry Debtors","Sales","DR","1180.00","-","-","-"
"West Bengal","Barasat","9900000682","INV-0000000014","31-05-2023","31-05-2023 17:53:40","Mr.Guria","-","29-05-2023","0","Tata Consultancy Services Ltd","10102002","FG Inventory","Sales","CR","-1000.00","-","-","-"
"West Bengal","Barasat","9900000682","INV-0000000014","31-05-2023","31-05-2023 17:53:40","Mr.Guria","-","29-05-2023","0","Tata Consultancy Services Ltd","20304005","Output IGST","Sales","CR","-180.00","-","-","-"
"West Bengal","Barasat","9900000681","INV-0000000014","31-05-2023","31-05-2023 17:53:40","Mr.Guria","-","29-05-2023","0","Tata Consultancy Services Ltd","40101000","COGS","Sales","DR","1000.00","-","-","-"
"West Bengal","Barasat","9900000681","INV-0000000014","31-05-2023","31-05-2023 17:53:40","Mr.Guria","-","29-05-2023","0","Tata Consultancy Services Ltd","10102002","FG Inventory","Sales","CR","-1000.00","-","-","-"
"West Bengal","Barasat","9900000680","1685534732139/1","31-05-2023","31-05-2023 17:37:04","Mr.Guria","SO2305073","31-05-2023","0","HAPPIEST MINDS TECHNOLOGIES LIMITED","10101000","Sundry Debtors","Sales","DR","17400.00","-","-","-"
"West Bengal","Barasat","9900000680","1685534732139/1","31-05-2023","31-05-2023 17:37:04","Mr.Guria","SO2305073","31-05-2023","0","HAPPIEST MINDS TECHNOLOGIES LIMITED","20000000","Liabilities","Sales","CR","-10000.00","-","-","-"
"West Bengal","Barasat","9900000680","1685534732139/1","31-05-2023","31-05-2023 17:37:04","Mr.Guria","SO2305073","31-05-2023","0","HAPPIEST MINDS TECHNOLOGIES LIMITED","10102002","FG Inventory","Sales","CR","-5000.00","-","-","-"
"West Bengal","Barasat","9900000680","1685534732139/1","31-05-2023","31-05-2023 17:37:04","Mr.Guria","SO2305073","31-05-2023","0","HAPPIEST MINDS TECHNOLOGIES LIMITED","20304005","Output IGST","Sales","CR","-2400.00","-","-","-"
"West Bengal","Barasat","9900000679","1685534732139/1","31-05-2023","31-05-2023 17:37:04","Mr.Guria","SO2305073","31-05-2023","","","40101000","COGS","Sales","DR","15000.00","-","-","-"
"West Bengal","Barasat","9900000679","1685534732139/1","31-05-2023","31-05-2023 17:37:04","Mr.Guria","SO2305073","31-05-2023","","","20000000","Liabilities","Sales","CR","-10000.00","-","-","-"
"West Bengal","Barasat","9900000679","1685534732139/1","31-05-2023","31-05-2023 17:37:04","Mr.Guria","SO2305073","31-05-2023","","","10102002","FG Inventory","Sales","CR","-5000.00","-","-","-"
"West Bengal","Barasat","9900000678","1685532923567/1","31-05-2023","31-05-2023 17:06:40","Mr.Guria","SO2305071","31-05-2023","0","ZOMATO LIMITED","10101000","Sundry Debtors","Sales","DR","28000.00","-","-","-"
"West Bengal","Barasat","9900000678","1685532923567/1","31-05-2023","31-05-2023 17:06:40","Mr.Guria","SO2305071","31-05-2023","0","ZOMATO LIMITED","10102002","FG Inventory","Sales","CR","-25000.00","-","-","-"
"West Bengal","Barasat","9900000678","1685532923567/1","31-05-2023","31-05-2023 17:06:40","Mr.Guria","SO2305071","31-05-2023","0","ZOMATO LIMITED","20304005","Output IGST","Sales","CR","-3000.00","-","-","-"
"West Bengal","Barasat","9900000677","1685532923567/1","31-05-2023","31-05-2023 17:06:40","Mr.Guria","SO2305071","31-05-2023","","","40101000","COGS","Sales","DR","25000.00","-","-","-"
"West Bengal","Barasat","9900000677","1685532923567/1","31-05-2023","31-05-2023 17:06:40","Mr.Guria","SO2305071","31-05-2023","","","10102002","FG Inventory","Sales","CR","-25000.00","-","-","-"
"West Bengal","Barasat","9900000676","INV/05/100000026/2023/FY-2022/23","31-05-2023","31-05-2023 01:34:40","Mr.Guria","-","31-05-2023","0","Tata Consultancy Services Limited","10101000","Sundry Debtors","Sales","DR","28000.00","-","-","-"
"West Bengal","Barasat","9900000676","INV/05/100000026/2023/FY-2022/23","31-05-2023","31-05-2023 01:34:40","Mr.Guria","-","31-05-2023","0","Tata Consultancy Services Limited","10102002","FG Inventory","Sales","CR","-25000.00","-","-","-"
"West Bengal","Barasat","9900000676","INV/05/100000026/2023/FY-2022/23","31-05-2023","31-05-2023 01:34:40","Mr.Guria","-","31-05-2023","0","Tata Consultancy Services Limited","20304006","Output CGST","Sales","CR","-1500.00","-","-","-"
"West Bengal","Barasat","9900000676","INV/05/100000026/2023/FY-2022/23","31-05-2023","31-05-2023 01:34:40","Mr.Guria","-","31-05-2023","0","Tata Consultancy Services Limited","20304007","Output SGST","Sales","CR","-1500.00","-","-","-"
"West Bengal","Barasat","9900000675","INV/05/100000026/2023/FY-2022/23","31-05-2023","31-05-2023 01:34:40","Mr.Guria","-","31-05-2023","0","Tata Consultancy Services Limited","40101000","COGS","Sales","DR","25000.00","-","-","-"
"West Bengal","Barasat","9900000675","INV/05/100000026/2023/FY-2022/23","31-05-2023","31-05-2023 01:34:40","Mr.Guria","-","31-05-2023","0","Tata Consultancy Services Limited","10102002","FG Inventory","Sales","CR","-25000.00","-","-","-"
"West Bengal","Barasat","9900000674","1685476381980/1","31-05-2023","31-05-2023 01:25:14","Mr.Guria","SO2305070","31-05-2023","0","Tata Consultancy Services Limited","10101000","Sundry Debtors","Sales","DR","28000.00","-","-","-"
"West Bengal","Barasat","9900000674","1685476381980/1","31-05-2023","31-05-2023 01:25:14","Mr.Guria","SO2305070","31-05-2023","0","Tata Consultancy Services Limited","10102002","FG Inventory","Sales","CR","-25000.00","-","-","-"
"West Bengal","Barasat","9900000674","1685476381980/1","31-05-2023","31-05-2023 01:25:14","Mr.Guria","SO2305070","31-05-2023","0","Tata Consultancy Services Limited","20304006","Output CGST","Sales","CR","-1500.00","-","-","-"
"West Bengal","Barasat","9900000674","1685476381980/1","31-05-2023","31-05-2023 01:25:14","Mr.Guria","SO2305070","31-05-2023","0","Tata Consultancy Services Limited","20304007","Output SGST","Sales","CR","-1500.00","-","-","-"
"West Bengal","Barasat","9900000673","1685476381980/1","31-05-2023","31-05-2023 01:25:14","Mr.Guria","SO2305070","31-05-2023","","","40101000","COGS","Sales","DR","25000.00","-","-","-"
"West Bengal","Barasat","9900000673","1685476381980/1","31-05-2023","31-05-2023 01:25:14","Mr.Guria","SO2305070","31-05-2023","","","10102002","FG Inventory","Sales","CR","-25000.00","-","-","-"
"West Bengal","Barasat","9900000672","INV/05/100000025/2023/FY-2022/23","31-05-2023","31-05-2023 01:05:27","Mr.Guria","-","31-05-2023","0","Tata Consultancy Services Limited","10101000","Sundry Debtors","Sales","DR","51600.00","-","-","-"
"West Bengal","Barasat","9900000672","INV/05/100000025/2023/FY-2022/23","31-05-2023","31-05-2023 01:05:27","Mr.Guria","-","31-05-2023","0","Tata Consultancy Services Limited","10102002","FG Inventory","Sales","CR","-45000.00","-","-","-"
"West Bengal","Barasat","9900000672","INV/05/100000025/2023/FY-2022/23","31-05-2023","31-05-2023 01:05:27","Mr.Guria","-","31-05-2023","0","Tata Consultancy Services Limited","20304006","Output CGST","Sales","CR","-3300.00","-","-","-"
"West Bengal","Barasat","9900000672","INV/05/100000025/2023/FY-2022/23","31-05-2023","31-05-2023 01:05:27","Mr.Guria","-","31-05-2023","0","Tata Consultancy Services Limited","20304007","Output SGST","Sales","CR","-3300.00","-","-","-"
"West Bengal","Barasat","9900000671","INV/05/100000025/2023/FY-2022/23","31-05-2023","31-05-2023 01:05:27","Mr.Guria","-","31-05-2023","0","Tata Consultancy Services Limited","40101000","COGS","Sales","DR","45000.00","-","-","-"
"West Bengal","Barasat","9900000671","INV/05/100000025/2023/FY-2022/23","31-05-2023","31-05-2023 01:05:27","Mr.Guria","-","31-05-2023","0","Tata Consultancy Services Limited","10102002","FG Inventory","Sales","CR","-45000.00","-","-","-"
"West Bengal","Barasat","9900000670","BGFTY201522","02-06-2023","30-05-2023 18:19:35","Mr.Guria","-","12-05-2023","52300012","AVON CYCLE LIMITED","10104000","Bank Account","Collection","DR","20000.00","-","-","-"
"West Bengal","Barasat","9900000670","BGFTY201522","02-06-2023","30-05-2023 18:19:35","Mr.Guria","-","12-05-2023","52300012","AVON CYCLE LIMITED","10101000","Sundry Debtors","Collection","CR","-20000.00","-","-","-"
"West Bengal","Barasat","9900000669","INV/05/100000024/2023/FY-2022/23","30-05-2023","30-05-2023 18:17:25","Mr.Guria","-","30-06-2023","0","AVON CYCLE LIMITED","10101000","Sundry Debtors","Sales","DR","4720.00","-","-","-"
"West Bengal","Barasat","9900000669","INV/05/100000024/2023/FY-2022/23","30-05-2023","30-05-2023 18:17:25","Mr.Guria","-","30-06-2023","0","AVON CYCLE LIMITED","10102002","FG Inventory","Sales","CR","-4000.00","-","-","-"
"West Bengal","Barasat","9900000669","INV/05/100000024/2023/FY-2022/23","30-05-2023","30-05-2023 18:17:25","Mr.Guria","-","30-06-2023","0","AVON CYCLE LIMITED","20304005","Output IGST","Sales","CR","-720.00","-","-","-"
"West Bengal","Barasat","9900000668","INV/05/100000024/2023/FY-2022/23","30-05-2023","30-05-2023 18:17:25","Mr.Guria","-","30-06-2023","0","AVON CYCLE LIMITED","40101000","COGS","Sales","DR","4000.00","-","-","-"
"West Bengal","Barasat","9900000668","INV/05/100000024/2023/FY-2022/23","30-05-2023","30-05-2023 18:17:25","Mr.Guria","-","30-06-2023","0","AVON CYCLE LIMITED","10102002","FG Inventory","Sales","CR","-4000.00","-","-","-"
"West Bengal","Barasat","9900000667","INV/05/100000023/2023/FY-2022/23","30-05-2023","30-05-2023 18:14:30","Mr.Guria","-","02-05-2023","0","AVON CYCLE LIMITED","10101000","Sundry Debtors","Sales","DR","708.00","-","-","-"
"West Bengal","Barasat","9900000667","INV/05/100000023/2023/FY-2022/23","30-05-2023","30-05-2023 18:14:30","Mr.Guria","-","02-05-2023","0","AVON CYCLE LIMITED","10102002","FG Inventory","Sales","CR","-600.00","-","-","-"
"West Bengal","Barasat","9900000667","INV/05/100000023/2023/FY-2022/23","30-05-2023","30-05-2023 18:14:30","Mr.Guria","-","02-05-2023","0","AVON CYCLE LIMITED","20304005","Output IGST","Sales","CR","-108.00","-","-","-"
"West Bengal","Barasat","9900000666","INV/05/100000023/2023/FY-2022/23","30-05-2023","30-05-2023 18:14:30","Mr.Guria","-","02-05-2023","0","AVON CYCLE LIMITED","40101000","COGS","Sales","DR","600.00","-","-","-"
"West Bengal","Barasat","9900000666","INV/05/100000023/2023/FY-2022/23","30-05-2023","30-05-2023 18:14:30","Mr.Guria","-","02-05-2023","0","AVON CYCLE LIMITED","10102002","FG Inventory","Sales","CR","-600.00","-","-","-"
"West Bengal","Barasat","9900000665","INV/05/100000022/2023/FY-2022/23","30-05-2023","30-05-2023 18:13:30","Mr.Guria","-","29-05-2023","0","AVON CYCLE LIMITED","10101000","Sundry Debtors","Sales","DR","8260.00","-","-","-"
"West Bengal","Barasat","9900000665","INV/05/100000022/2023/FY-2022/23","30-05-2023","30-05-2023 18:13:30","Mr.Guria","-","29-05-2023","0","AVON CYCLE LIMITED","10102002","FG Inventory","Sales","CR","-7000.00","-","-","-"
"West Bengal","Barasat","9900000665","INV/05/100000022/2023/FY-2022/23","30-05-2023","30-05-2023 18:13:30","Mr.Guria","-","29-05-2023","0","AVON CYCLE LIMITED","20304005","Output IGST","Sales","CR","-1260.00","-","-","-"
"West Bengal","Barasat","9900000664","INV/05/100000022/2023/FY-2022/23","30-05-2023","30-05-2023 18:13:30","Mr.Guria","-","29-05-2023","0","AVON CYCLE LIMITED","40101000","COGS","Sales","DR","7000.00","-","-","-"
"West Bengal","Barasat","9900000664","INV/05/100000022/2023/FY-2022/23","30-05-2023","30-05-2023 18:13:30","Mr.Guria","-","29-05-2023","0","AVON CYCLE LIMITED","10102002","FG Inventory","Sales","CR","-7000.00","-","-","-"
"West Bengal","Barasat","9900000663","INV/05/100000021/2023/FY-2022/23","30-05-2023","30-05-2023 18:10:54","Mr.Guria","-","30-05-2023","0","AVON CYCLE LIMITED","10101000","Sundry Debtors","Sales","DR","944.00","-","-","-"
"West Bengal","Barasat","9900000663","INV/05/100000021/2023/FY-2022/23","30-05-2023","30-05-2023 18:10:54","Mr.Guria","-","30-05-2023","0","AVON CYCLE LIMITED","10102002","FG Inventory","Sales","CR","-800.00","-","-","-"
"West Bengal","Barasat","9900000663","INV/05/100000021/2023/FY-2022/23","30-05-2023","30-05-2023 18:10:54","Mr.Guria","-","30-05-2023","0","AVON CYCLE LIMITED","20304005","Output IGST","Sales","CR","-144.00","-","-","-"
"West Bengal","Barasat","9900000662","INV/05/100000021/2023/FY-2022/23","30-05-2023","30-05-2023 18:10:54","Mr.Guria","-","30-05-2023","0","AVON CYCLE LIMITED","40101000","COGS","Sales","DR","800.00","-","-","-"
"West Bengal","Barasat","9900000662","INV/05/100000021/2023/FY-2022/23","30-05-2023","30-05-2023 18:10:54","Mr.Guria","-","30-05-2023","0","AVON CYCLE LIMITED","10102002","FG Inventory","Sales","CR","-800.00","-","-","-"
"West Bengal","Barasat","9900000661","INV/05/100000020/2023/FY-2022/23","30-05-2023","30-05-2023 17:51:36","Mr.Guria","-","30-05-2023","0","Tata Consultancy Services Limited","10101000","Sundry Debtors","Sales","DR","84000.00","-","-","-"
"West Bengal","Barasat","9900000661","INV/05/100000020/2023/FY-2022/23","30-05-2023","30-05-2023 17:51:36","Mr.Guria","-","30-05-2023","0","Tata Consultancy Services Limited","20304006","Output CGST","Sales","CR","-4500.00","-","-","-"
"West Bengal","Barasat","9900000661","INV/05/100000020/2023/FY-2022/23","30-05-2023","30-05-2023 17:51:36","Mr.Guria","-","30-05-2023","0","Tata Consultancy Services Limited","20304007","Output SGST","Sales","CR","-4500.00","-","-","-"
"West Bengal","Barasat","9900000661","INV/05/100000020/2023/FY-2022/23","30-05-2023","30-05-2023 17:51:36","Mr.Guria","-","30-05-2023","0","Tata Consultancy Services Limited","10102002","FG Inventory","Sales","CR","-75000.00","-","-","-"
"West Bengal","Barasat","9900000660","INV/05/100000020/2023/FY-2022/23","30-05-2023","30-05-2023 17:51:36","Mr.Guria","-","30-05-2023","0","Tata Consultancy Services Limited","40101000","COGS","Sales","DR","75000.00","-","-","-"
"West Bengal","Barasat","9900000660","INV/05/100000020/2023/FY-2022/23","30-05-2023","30-05-2023 17:51:36","Mr.Guria","-","30-05-2023","0","Tata Consultancy Services Limited","10102002","FG Inventory","Sales","CR","-75000.00","-","-","-"
"West Bengal","Barasat","9900000659","INV/05/100000019/2023/FY-2022/23","30-05-2023","30-05-2023 17:21:53","Mr.Guria","-","30-05-2023","0","Tata Consultancy Services Limited","10101000","Sundry Debtors","Sales","DR","6749.60","-","-","-"
"West Bengal","Barasat","9900000659","INV/05/100000019/2023/FY-2022/23","30-05-2023","30-05-2023 17:21:53","Mr.Guria","-","30-05-2023","0","Tata Consultancy Services Limited","10102002","FG Inventory","Sales","CR","-5720.00","-","-","-"
"West Bengal","Barasat","9900000659","INV/05/100000019/2023/FY-2022/23","30-05-2023","30-05-2023 17:21:53","Mr.Guria","-","30-05-2023","0","Tata Consultancy Services Limited","20304006","Output CGST","Sales","CR","-514.80","-","-","-"
"West Bengal","Barasat","9900000659","INV/05/100000019/2023/FY-2022/23","30-05-2023","30-05-2023 17:21:53","Mr.Guria","-","30-05-2023","0","Tata Consultancy Services Limited","20304007","Output SGST","Sales","CR","-514.80","-","-","-"
"West Bengal","Barasat","9900000658","INV/05/100000019/2023/FY-2022/23","30-05-2023","30-05-2023 17:21:53","Mr.Guria","-","30-05-2023","0","Tata Consultancy Services Limited","40101000","COGS","Sales","DR","5720.00","-","-","-"
"West Bengal","Barasat","9900000658","INV/05/100000019/2023/FY-2022/23","30-05-2023","30-05-2023 17:21:53","Mr.Guria","-","30-05-2023","0","Tata Consultancy Services Limited","10102002","FG Inventory","Sales","CR","-5720.00","-","-","-"
"West Bengal","Barasat","9900000657","INV/05/100000018/2023/FY-2022/23","30-05-2023","30-05-2023 16:31:42","Mr.Guria","-","04-04-2023","0","Tata Consultancy Services Limited","10101000","Sundry Debtors","Sales","DR","5900.00","-","-","-"
"West Bengal","Barasat","9900000657","INV/05/100000018/2023/FY-2022/23","30-05-2023","30-05-2023 16:31:42","Mr.Guria","-","04-04-2023","0","Tata Consultancy Services Limited","10102002","FG Inventory","Sales","CR","-5000.00","-","-","-"
"West Bengal","Barasat","9900000657","INV/05/100000018/2023/FY-2022/23","30-05-2023","30-05-2023 16:31:42","Mr.Guria","-","04-04-2023","0","Tata Consultancy Services Limited","20304006","Output CGST","Sales","CR","-450.00","-","-","-"
"West Bengal","Barasat","9900000657","INV/05/100000018/2023/FY-2022/23","30-05-2023","30-05-2023 16:31:42","Mr.Guria","-","04-04-2023","0","Tata Consultancy Services Limited","20304007","Output SGST","Sales","CR","-450.00","-","-","-"
"West Bengal","Barasat","9900000656","INV/05/100000018/2023/FY-2022/23","30-05-2023","30-05-2023 16:31:42","Mr.Guria","-","04-04-2023","0","Tata Consultancy Services Limited","40101000","COGS","Sales","DR","5000.00","-","-","-"
"West Bengal","Barasat","9900000656","INV/05/100000018/2023/FY-2022/23","30-05-2023","30-05-2023 16:31:42","Mr.Guria","-","04-04-2023","0","Tata Consultancy Services Limited","10102002","FG Inventory","Sales","CR","-5000.00","-","-","-"
"West Bengal","Barasat","9900000655","BGFTY201522","31-05-2023","30-05-2023 16:29:03","Mr.Guria","-","18-05-2023","52300015","Tata Consultancy Services Limited","40700000","Depreciation and Amortisation","Collection","DR","10000.00","-","-","-"
"West Bengal","Barasat","9900000655","BGFTY201522","31-05-2023","30-05-2023 16:29:03","Mr.Guria","-","18-05-2023","52300015","Tata Consultancy Services Limited","10101000","Sundry Debtors","Collection","CR","-10000.00","-","-","-"
"West Bengal","Barasat","9900000654","easdca","01-06-2023","30-05-2023 16:28:08","Mr.Guria","-","03-05-2023","52300015","Tata Consultancy Services Limited","40700000","Depreciation and Amortisation","Collection","DR","500.00","-","-","-"
"West Bengal","Barasat","9900000654","easdca","01-06-2023","30-05-2023 16:28:08","Mr.Guria","-","03-05-2023","52300015","Tata Consultancy Services Limited","10101000","Sundry Debtors","Collection","CR","-500.00","-","-","-"
"West Bengal","Barasat","9900000653","INV/05/100000017/2023/FY-2022/23","30-05-2023","30-05-2023 16:26:01","Mr.Guria","-","30-05-2023","0","Tata Consultancy Services Limited","10101000","Sundry Debtors","Sales","DR","20060.00","-","-","-"
"West Bengal","Barasat","9900000653","INV/05/100000017/2023/FY-2022/23","30-05-2023","30-05-2023 16:26:01","Mr.Guria","-","30-05-2023","0","Tata Consultancy Services Limited","10102002","FG Inventory","Sales","CR","-17000.00","-","-","-"
"West Bengal","Barasat","9900000653","INV/05/100000017/2023/FY-2022/23","30-05-2023","30-05-2023 16:26:01","Mr.Guria","-","30-05-2023","0","Tata Consultancy Services Limited","20304006","Output CGST","Sales","CR","-1530.00","-","-","-"
"West Bengal","Barasat","9900000653","INV/05/100000017/2023/FY-2022/23","30-05-2023","30-05-2023 16:26:01","Mr.Guria","-","30-05-2023","0","Tata Consultancy Services Limited","20304007","Output SGST","Sales","CR","-1530.00","-","-","-"
"West Bengal","Barasat","9900000652","INV/05/100000017/2023/FY-2022/23","30-05-2023","30-05-2023 16:26:01","Mr.Guria","-","30-05-2023","0","Tata Consultancy Services Limited","40101000","COGS","Sales","DR","17000.00","-","-","-"
"West Bengal","Barasat","9900000652","INV/05/100000017/2023/FY-2022/23","30-05-2023","30-05-2023 16:26:01","Mr.Guria","-","30-05-2023","0","Tata Consultancy Services Limited","10102002","FG Inventory","Sales","CR","-17000.00","-","-","-"
"West Bengal","Barasat","9900000651","INV/05/100000016/2023/FY-2022/23","30-05-2023","30-05-2023 11:50:08","Mr.Guria","-","16-03-2023","0","Imran A. Pvt. Ltd.","10101000","Sundry Debtors","Sales","DR","194700.00","-","-","-"
"West Bengal","Barasat","9900000651","INV/05/100000016/2023/FY-2022/23","30-05-2023","30-05-2023 11:50:08","Mr.Guria","-","16-03-2023","0","Imran A. Pvt. Ltd.","10102002","FG Inventory","Sales","CR","-165000.00","-","-","-"
"West Bengal","Barasat","9900000651","INV/05/100000016/2023/FY-2022/23","30-05-2023","30-05-2023 11:50:08","Mr.Guria","-","16-03-2023","0","Imran A. Pvt. Ltd.","20304006","Output CGST","Sales","CR","-14850.00","-","-","-"
"West Bengal","Barasat","9900000651","INV/05/100000016/2023/FY-2022/23","30-05-2023","30-05-2023 11:50:08","Mr.Guria","-","16-03-2023","0","Imran A. Pvt. Ltd.","20304007","Output SGST","Sales","CR","-14850.00","-","-","-"
"West Bengal","Barasat","9900000650","INV/05/100000016/2023/FY-2022/23","30-05-2023","30-05-2023 11:50:08","Mr.Guria","-","16-03-2023","0","Imran A. Pvt. Ltd.","40101000","COGS","Sales","DR","165000.00","-","-","-"
"West Bengal","Barasat","9900000650","INV/05/100000016/2023/FY-2022/23","30-05-2023","30-05-2023 11:50:08","Mr.Guria","-","16-03-2023","0","Imran A. Pvt. Ltd.","10102002","FG Inventory","Sales","CR","-165000.00","-","-","-"
"West Bengal","Barasat","9900000649","INV/05/100000015/2023/FY-2022/23","30-05-2023","30-05-2023 11:48:19","Mr.Guria","-","08-07-2023","0","Imran A. Pvt. Ltd.","10101000","Sundry Debtors","Sales","DR","17700.00","-","-","-"
"West Bengal","Barasat","9900000649","INV/05/100000015/2023/FY-2022/23","30-05-2023","30-05-2023 11:48:19","Mr.Guria","-","08-07-2023","0","Imran A. Pvt. Ltd.","20304007","Output SGST","Sales","CR","-1350.00","-","-","-"
"West Bengal","Barasat","9900000649","INV/05/100000015/2023/FY-2022/23","30-05-2023","30-05-2023 11:48:19","Mr.Guria","-","08-07-2023","0","Imran A. Pvt. Ltd.","10102002","FG Inventory","Sales","CR","-15000.00","-","-","-"
"West Bengal","Barasat","9900000649","INV/05/100000015/2023/FY-2022/23","30-05-2023","30-05-2023 11:48:19","Mr.Guria","-","08-07-2023","0","Imran A. Pvt. Ltd.","20304006","Output CGST","Sales","CR","-1350.00","-","-","-"
